2025-10-16 19:39:53,957 | [2025-10-16 19:39:53.243] Text: Incredible performances by the | Result: positive | Q:False | Latency: 712.39ms
2025-10-16 19:40:20,194 | [2025-10-16 19:40:15.100] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 5092.56ms
2025-10-16 19:40:20,260 | [2025-10-16 19:40:15.101] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 5157.73ms
2025-10-16 19:40:20,308 | [2025-10-16 19:40:15.102] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5205.65ms
2025-10-16 19:40:20,379 | [2025-10-16 19:40:15.099] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 5278.83ms
2025-10-16 19:40:20,425 | [2025-10-16 19:40:15.100] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 5324.01ms
2025-10-16 19:40:20,496 | [2025-10-16 19:40:15.101] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 5393.90ms
2025-10-16 19:40:20,546 | [2025-10-16 19:40:15.102] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 5442.41ms
2025-10-16 19:40:20,581 | Error: Server disconnected
2025-10-16 19:40:20,610 | Error: Server disconnected
2025-10-16 19:40:20,650 | Error: Server disconnected
2025-10-16 19:40:20,719 | Error: Server disconnected
2025-10-16 19:40:20,773 | Error: Server disconnected
2025-10-16 19:40:20,825 | Error: Server disconnected
2025-10-16 19:40:20,887 | [2025-10-16 19:40:20.549] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 338.10ms
2025-10-16 19:40:20,946 | [2025-10-16 19:40:20.551] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 394.07ms
2025-10-16 19:40:20,998 | [2025-10-16 19:40:20.549] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 449.25ms
2025-10-16 19:40:21,065 | [2025-10-16 19:40:20.549] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 515.23ms
2025-10-16 19:40:21,142 | [2025-10-16 19:40:20.549] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 592.61ms
2025-10-16 19:40:21,200 | [2025-10-16 19:40:20.549] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 650.01ms
2025-10-16 19:40:21,267 | [2025-10-16 19:40:20.550] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 716.62ms
2025-10-16 19:40:21,319 | [2025-10-16 19:40:20.550] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 768.96ms
2025-10-16 19:40:21,366 | [2025-10-16 19:40:20.550] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 815.24ms
2025-10-16 19:40:21,432 | [2025-10-16 19:40:20.554] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 877.37ms
2025-10-16 19:40:21,477 | [2025-10-16 19:40:20.554] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 922.62ms
2025-10-16 19:40:21,530 | [2025-10-16 19:40:20.551] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 978.63ms
2025-10-16 19:40:21,580 | [2025-10-16 19:40:20.551] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 1029.04ms
2025-10-16 19:40:21,644 | [2025-10-16 19:40:20.554] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 1089.92ms
2025-10-16 19:40:21,697 | [2025-10-16 19:40:20.550] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 1145.85ms
2025-10-16 19:40:21,748 | [2025-10-16 19:40:20.551] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 1196.71ms
2025-10-16 19:40:21,827 | [2025-10-16 19:40:20.551] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 1275.92ms
2025-10-16 19:40:21,877 | [2025-10-16 19:40:20.552] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 1324.58ms
2025-10-16 19:40:21,943 | [2025-10-16 19:40:20.555] Text: A moving story told with hones | Result: positive | Q:False | Latency: 1388.04ms
2025-10-16 19:40:22,002 | [2025-10-16 19:40:20.552] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 1450.16ms
2025-10-16 19:40:22,055 | [2025-10-16 19:40:20.551] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 1503.34ms
2025-10-16 19:40:22,132 | [2025-10-16 19:40:20.553] Text: A solid film with great charac | Result: positive | Q:False | Latency: 1579.53ms
2025-10-16 19:40:22,175 | [2025-10-16 19:40:20.552] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 1622.95ms
2025-10-16 19:40:22,254 | [2025-10-16 19:40:20.553] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 1700.76ms
2025-10-16 19:40:22,321 | [2025-10-16 19:40:20.553] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 1768.18ms
2025-10-16 19:40:22,372 | [2025-10-16 19:40:20.552] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 1820.28ms
2025-10-16 19:40:22,437 | [2025-10-16 19:40:20.553] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 1882.95ms
2025-10-16 19:40:22,491 | [2025-10-16 19:40:20.553] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 1936.70ms
2025-10-16 19:40:22,546 | [2025-10-16 19:40:20.552] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 1993.24ms
2025-10-16 19:40:22,599 | [2025-10-16 19:40:20.552] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 2046.45ms
2025-10-16 19:40:22,669 | [2025-10-16 19:40:20.555] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 2112.91ms
2025-10-16 19:40:22,736 | [2025-10-16 19:40:20.555] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 2180.75ms
2025-10-16 19:40:22,791 | [2025-10-16 19:40:20.555] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 2236.46ms
2025-10-16 19:40:22,847 | [2025-10-16 19:40:20.555] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 2291.57ms
2025-10-16 19:40:22,909 | [2025-10-16 19:40:20.556] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 2352.28ms
2025-10-16 19:40:22,962 | [2025-10-16 19:40:20.555] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 2406.54ms
2025-10-16 19:40:23,028 | [2025-10-16 19:40:20.557] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 2471.34ms
2025-10-16 19:40:23,095 | [2025-10-16 19:40:20.556] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 2538.14ms
2025-10-16 19:40:23,143 | [2025-10-16 19:40:20.556] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 2586.84ms
2025-10-16 19:40:23,215 | [2025-10-16 19:40:20.556] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 2659.74ms
2025-10-16 19:40:23,262 | [2025-10-16 19:40:20.556] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 2705.43ms
2025-10-16 19:40:23,330 | [2025-10-16 19:40:20.554] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 2775.94ms
2025-10-16 19:40:23,381 | [2025-10-16 19:40:20.554] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 2827.16ms
2025-10-16 19:40:23,449 | [2025-10-16 19:40:20.557] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 2890.95ms
2025-10-16 19:40:23,513 | [2025-10-16 19:40:20.558] Text: A solid film with great charac | Result: positive | Q:False | Latency: 2954.74ms
2025-10-16 19:40:23,580 | [2025-10-16 19:40:20.557] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 3022.68ms
2025-10-16 19:40:23,639 | [2025-10-16 19:40:20.557] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 3081.92ms
2025-10-16 19:40:23,705 | [2025-10-16 19:40:20.558] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 3147.24ms
2025-10-16 19:40:23,782 | [2025-10-16 19:40:20.557] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 3224.17ms
2025-10-16 19:40:23,853 | [2025-10-16 19:40:20.557] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 3294.94ms
2025-10-16 19:40:23,901 | [2025-10-16 19:40:20.561] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 3338.73ms
2025-10-16 19:40:23,956 | [2025-10-16 19:40:20.564] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 3392.35ms
2025-10-16 19:40:24,023 | [2025-10-16 19:40:20.558] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 3463.83ms
2025-10-16 19:40:24,087 | [2025-10-16 19:40:20.558] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 3528.40ms
2025-10-16 19:40:24,160 | [2025-10-16 19:40:20.558] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 3600.41ms
2025-10-16 19:40:24,242 | [2025-10-16 19:40:20.564] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 3676.79ms
2025-10-16 19:40:24,276 | [2025-10-16 19:40:20.563] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 3712.47ms
2025-10-16 19:40:24,341 | [2025-10-16 19:40:20.565] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 3775.67ms
2025-10-16 19:40:24,412 | [2025-10-16 19:40:20.559] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 3852.29ms
2025-10-16 19:40:24,473 | [2025-10-16 19:40:20.558] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 3914.15ms
2025-10-16 19:40:24,540 | [2025-10-16 19:40:20.559] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 3980.47ms
2025-10-16 19:40:24,596 | [2025-10-16 19:40:20.559] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4036.20ms
2025-10-16 19:40:24,643 | [2025-10-16 19:40:20.560] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4082.91ms
2025-10-16 19:40:24,712 | [2025-10-16 19:40:20.560] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 4151.31ms
2025-10-16 19:40:24,769 | [2025-10-16 19:40:20.560] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 4208.99ms
2025-10-16 19:40:24,882 | [2025-10-16 19:40:20.559] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 4322.34ms
2025-10-16 19:40:24,941 | [2025-10-16 19:40:20.559] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 4381.83ms
2025-10-16 19:40:24,978 | [2025-10-16 19:40:20.561] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 4416.93ms
2025-10-16 19:40:25,037 | [2025-10-16 19:40:20.560] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 4477.08ms
2025-10-16 19:40:25,102 | [2025-10-16 19:40:20.566] Text: A moving story told with hones | Result: positive | Q:False | Latency: 4536.14ms
2025-10-16 19:40:25,167 | [2025-10-16 19:40:20.567] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 4600.61ms
2025-10-16 19:40:25,222 | [2025-10-16 19:40:20.560] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 4661.07ms
2025-10-16 19:40:25,274 | [2025-10-16 19:40:20.560] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 4712.68ms
2025-10-16 19:40:25,323 | [2025-10-16 19:40:20.559] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 4763.91ms
2025-10-16 19:40:25,377 | [2025-10-16 19:40:20.561] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 4815.08ms
2025-10-16 19:40:25,445 | [2025-10-16 19:40:20.560] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 4883.76ms
2025-10-16 19:40:25,509 | [2025-10-16 19:40:20.567] Text: A moving story told with hones | Result: positive | Q:False | Latency: 4942.13ms
2025-10-16 19:40:25,560 | [2025-10-16 19:40:20.567] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 4992.49ms
2025-10-16 19:40:25,612 | [2025-10-16 19:40:20.579] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 5031.71ms
2025-10-16 19:40:25,666 | [2025-10-16 19:40:20.574] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 5091.15ms
2025-10-16 19:40:25,720 | [2025-10-16 19:40:20.579] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 5140.92ms
2025-10-16 19:40:25,781 | [2025-10-16 19:40:20.578] Text: A solid film with great charac | Result: positive | Q:False | Latency: 5202.82ms
2025-10-16 19:40:25,838 | [2025-10-16 19:40:20.573] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 5264.20ms
2025-10-16 19:40:25,890 | [2025-10-16 19:40:20.570] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 5319.93ms
2025-10-16 19:40:25,961 | [2025-10-16 19:40:20.574] Text: A solid film with great charac | Result: positive | Q:False | Latency: 5386.86ms
2025-10-16 19:40:26,010 | [2025-10-16 19:40:20.571] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 5438.80ms
2025-10-16 19:40:26,058 | [2025-10-16 19:40:20.574] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 5483.85ms
2025-10-16 19:40:26,111 | [2025-10-16 19:40:20.568] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 5542.72ms
2025-10-16 19:40:26,166 | [2025-10-16 19:40:20.572] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 5594.26ms
2025-10-16 19:40:26,220 | [2025-10-16 19:40:20.571] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 5647.88ms
2025-10-16 19:40:26,285 | [2025-10-16 19:40:20.575] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 5710.68ms
2025-10-16 19:40:26,349 | [2025-10-16 19:40:20.576] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 5772.34ms
2025-10-16 19:40:26,411 | [2025-10-16 19:40:20.577] Text: A solid film with great charac | Result: positive | Q:False | Latency: 5834.36ms
2025-10-16 19:40:26,489 | [2025-10-16 19:40:20.575] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 5912.96ms
2025-10-16 19:40:26,589 | Error: Server disconnected
2025-10-16 19:40:26,589 | Error: Server disconnected
2025-10-16 19:40:26,647 | Error: Server disconnected
2025-10-16 19:40:26,700 | Error: Server disconnected
2025-10-16 19:40:26,749 | Error: Server disconnected
2025-10-16 19:40:26,835 | [2025-10-16 19:40:26.503] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 331.54ms
2025-10-16 19:40:26,900 | [2025-10-16 19:40:26.508] Text: Incredible performances by the | Result: positive | Q:False | Latency: 391.14ms
2025-10-16 19:40:26,970 | [2025-10-16 19:40:26.503] Text: A solid film with great charac | Result: positive | Q:False | Latency: 465.38ms
2025-10-16 19:40:27,025 | [2025-10-16 19:40:26.509] Text: Incredible performances by the | Result: positive | Q:False | Latency: 516.82ms
2025-10-16 19:40:27,094 | [2025-10-16 19:40:26.503] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 590.29ms
2025-10-16 19:40:27,152 | [2025-10-16 19:40:26.502] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 649.88ms
2025-10-16 19:40:27,199 | [2025-10-16 19:40:26.505] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 694.37ms
2025-10-16 19:40:27,266 | [2025-10-16 19:40:26.509] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 757.30ms
2025-10-16 19:40:27,329 | [2025-10-16 19:40:26.505] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 825.06ms
2025-10-16 19:40:27,385 | [2025-10-16 19:40:26.505] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 879.71ms
2025-10-16 19:40:27,451 | [2025-10-16 19:40:26.506] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 946.34ms
2025-10-16 19:40:27,501 | [2025-10-16 19:40:26.510] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 991.97ms
2025-10-16 19:40:27,551 | [2025-10-16 19:40:26.505] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 1045.62ms
2025-10-16 19:40:27,606 | [2025-10-16 19:40:26.507] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 1098.97ms
2025-10-16 19:40:27,653 | [2025-10-16 19:40:26.507] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 1145.79ms
2025-10-16 19:40:27,704 | [2025-10-16 19:40:26.506] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 1198.57ms
2025-10-16 19:40:27,765 | [2025-10-16 19:40:26.508] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 1257.86ms
2025-10-16 19:40:27,823 | [2025-10-16 19:40:26.508] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 1315.55ms
2025-10-16 19:40:27,895 | [2025-10-16 19:40:26.536] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 1358.14ms
2025-10-16 19:40:27,942 | [2025-10-16 19:40:26.512] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 1430.53ms
2025-10-16 19:40:27,996 | [2025-10-16 19:40:26.537] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 1459.54ms
2025-10-16 19:40:28,058 | [2025-10-16 19:40:26.513] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 1544.99ms
2025-10-16 19:40:28,116 | [2025-10-16 19:40:26.512] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 1604.84ms
2025-10-16 19:40:28,179 | [2025-10-16 19:40:26.519] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 1659.64ms
2025-10-16 19:40:28,230 | [2025-10-16 19:40:26.518] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 1711.22ms
2025-10-16 19:40:28,284 | [2025-10-16 19:40:26.516] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 1767.66ms
2025-10-16 19:40:28,330 | [2025-10-16 19:40:26.517] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 1812.60ms
2025-10-16 19:40:28,396 | [2025-10-16 19:40:26.533] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 1863.74ms
2025-10-16 19:40:28,464 | [2025-10-16 19:40:26.532] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 1931.45ms
2025-10-16 19:40:28,534 | [2025-10-16 19:40:26.534] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 1999.44ms
2025-10-16 19:40:28,601 | [2025-10-16 19:40:26.531] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 2069.07ms
2025-10-16 19:40:28,656 | [2025-10-16 19:40:26.534] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 2122.22ms
2025-10-16 19:40:28,706 | [2025-10-16 19:40:26.536] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 2170.53ms
2025-10-16 19:40:28,780 | [2025-10-16 19:40:26.538] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 2241.76ms
2025-10-16 19:40:28,847 | [2025-10-16 19:40:26.535] Text: A moving story told with hones | Result: positive | Q:False | Latency: 2312.33ms
2025-10-16 19:40:28,900 | [2025-10-16 19:40:26.538] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 2362.41ms
2025-10-16 19:40:28,965 | [2025-10-16 19:40:26.539] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 2425.29ms
2025-10-16 19:40:29,033 | [2025-10-16 19:40:26.539] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 2494.09ms
2025-10-16 19:40:29,083 | [2025-10-16 19:40:26.521] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 2561.63ms
2025-10-16 19:40:29,131 | [2025-10-16 19:40:26.540] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 2590.97ms
2025-10-16 19:40:29,187 | [2025-10-16 19:40:26.529] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 2657.25ms
2025-10-16 19:40:29,257 | [2025-10-16 19:40:26.542] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 2713.49ms
2025-10-16 19:40:29,315 | [2025-10-16 19:40:26.543] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 2770.35ms
2025-10-16 19:40:29,369 | [2025-10-16 19:40:26.544] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 2823.93ms
2025-10-16 19:40:29,419 | [2025-10-16 19:40:26.545] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 2873.15ms
2025-10-16 19:40:29,487 | [2025-10-16 19:40:26.545] Text: A moving story told with hones | Result: positive | Q:False | Latency: 2941.69ms
2025-10-16 19:40:29,545 | [2025-10-16 19:40:26.550] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 2994.32ms
2025-10-16 19:40:29,589 | [2025-10-16 19:40:26.548] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 3040.59ms
2025-10-16 19:40:29,643 | [2025-10-16 19:40:26.550] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 3092.48ms
2025-10-16 19:40:29,730 | [2025-10-16 19:40:26.551] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 3178.50ms
2025-10-16 19:40:29,781 | [2025-10-16 19:40:26.552] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 3228.00ms
2025-10-16 19:40:29,883 | [2025-10-16 19:40:26.552] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 3330.26ms
2025-10-16 19:40:29,945 | [2025-10-16 19:40:26.559] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 3385.62ms
2025-10-16 19:40:29,996 | [2025-10-16 19:40:26.554] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 3441.59ms
2025-10-16 19:40:30,059 | [2025-10-16 19:40:26.558] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 3500.84ms
2025-10-16 19:40:30,124 | [2025-10-16 19:40:26.556] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 3567.64ms
2025-10-16 19:40:30,182 | [2025-10-16 19:40:26.555] Text: Incredible performances by the | Result: positive | Q:False | Latency: 3626.00ms
2025-10-16 19:40:30,250 | [2025-10-16 19:40:26.556] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 3693.08ms
2025-10-16 19:40:30,295 | [2025-10-16 19:40:26.559] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 3735.20ms
2025-10-16 19:40:30,366 | [2025-10-16 19:40:26.560] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 3806.05ms
2025-10-16 19:40:30,427 | [2025-10-16 19:40:26.558] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 3868.85ms
2025-10-16 19:40:30,496 | [2025-10-16 19:40:26.561] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 3934.91ms
2025-10-16 19:40:30,563 | [2025-10-16 19:40:26.563] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 4000.09ms
2025-10-16 19:40:30,610 | [2025-10-16 19:40:26.562] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 4047.67ms
2025-10-16 19:40:30,664 | [2025-10-16 19:40:26.564] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 4099.04ms
2025-10-16 19:40:30,720 | [2025-10-16 19:40:26.565] Text: Incredible performances by the | Result: positive | Q:False | Latency: 4154.00ms
2025-10-16 19:40:30,787 | [2025-10-16 19:40:26.565] Text: A moving story told with hones | Result: positive | Q:False | Latency: 4221.78ms
2025-10-16 19:40:30,855 | [2025-10-16 19:40:26.566] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 4288.88ms
2025-10-16 19:40:30,912 | [2025-10-16 19:40:26.566] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 4345.65ms
2025-10-16 19:40:30,968 | [2025-10-16 19:40:26.567] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4400.18ms
2025-10-16 19:40:31,026 | [2025-10-16 19:40:26.565] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 4459.77ms
2025-10-16 19:40:31,092 | [2025-10-16 19:40:26.566] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 4524.97ms
2025-10-16 19:40:31,159 | [2025-10-16 19:40:26.566] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 4592.07ms
2025-10-16 19:40:31,222 | [2025-10-16 19:40:26.568] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 4653.42ms
2025-10-16 19:40:31,271 | [2025-10-16 19:40:26.568] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 4702.09ms
2025-10-16 19:40:31,339 | [2025-10-16 19:40:26.568] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 4769.79ms
2025-10-16 19:40:31,388 | [2025-10-16 19:40:26.568] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 4818.58ms
2025-10-16 19:40:31,468 | [2025-10-16 19:40:26.570] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 4897.96ms
2025-10-16 19:40:31,548 | [2025-10-16 19:40:26.570] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 4977.66ms
2025-10-16 19:40:31,606 | [2025-10-16 19:40:26.571] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 5034.77ms
2025-10-16 19:40:31,677 | [2025-10-16 19:40:26.571] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 5104.99ms
2025-10-16 19:40:31,737 | [2025-10-16 19:40:26.581] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 5155.99ms
2025-10-16 19:40:31,800 | [2025-10-16 19:40:26.573] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5227.09ms
2025-10-16 19:40:31,869 | [2025-10-16 19:40:26.577] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 5292.16ms
2025-10-16 19:40:31,916 | [2025-10-16 19:40:26.579] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 5336.24ms
2025-10-16 19:40:31,976 | [2025-10-16 19:40:26.576] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 5400.41ms
2025-10-16 19:40:32,034 | [2025-10-16 19:40:26.582] Text: Incredible performances by the | Result: positive | Q:False | Latency: 5451.99ms
2025-10-16 19:40:32,082 | [2025-10-16 19:40:26.587] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 5494.90ms
2025-10-16 19:40:32,135 | [2025-10-16 19:40:26.586] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 5548.27ms
2025-10-16 19:40:32,202 | [2025-10-16 19:40:26.586] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 5615.56ms
2025-10-16 19:40:32,252 | [2025-10-16 19:40:26.587] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 5662.92ms
2025-10-16 19:40:32,302 | [2025-10-16 19:40:26.574] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 5728.07ms
2025-10-16 19:40:32,373 | [2025-10-16 19:40:26.578] Text: A solid film with great charac | Result: positive | Q:False | Latency: 5794.74ms
2025-10-16 19:40:32,422 | [2025-10-16 19:40:26.580] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 5840.96ms
